"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Countries","Family_ID","Language_ID","IsolateNarrow","IsolateWide"
"5912","kaik1244","Kaikadi","Eurasia",18.3859,76.0003,"kaik1244","kep","IN","drav1251","",FALSE,FALSE
"5913","sant1454","Santa Inés Ahuatempan Popoloca","North America",18.38647,-97.85991,"sant1454","pca","MX","otom1299","",FALSE,FALSE
"5914","yong1277","Yong","Eurasia",18.38726,98.97646,"yong1277","yno","TH","taik1256","",FALSE,FALSE
"5915","sout2973","Nahuatl, Southeastern Puebla","North America",18.39688,-97.12655,"sout2973","npl","MX","utoa1244","",FALSE,FALSE
"5916","sier1248","Sierra Negra Nahuatl","North America",18.45,-96.9,"sier1248","nsu","MX","utoa1244","",FALSE,FALSE
"5917","pamp1244","Pamplona Atta","Papunesia",18.4738,121.3,"pamp1244","att","PH","aust1307","",FALSE,FALSE
"5918","mlab1235","Mlabri","Eurasia",18.5533,101.163,"mlab1235","mra","LA;TH","aust1305","",FALSE,FALSE
"5919","jiam1236","Jiamao","Eurasia",18.5548,109.854,"jiam1236","jio","CN","taik1256","",FALSE,FALSE
"5920","taip1250","Tai Pao","Eurasia",18.5562,104.658,"taip1250","tpo","LA","taik1256","",FALSE,FALSE
"5921","decc1239","Deccan","Eurasia",18.5919,75.717,"decc1239","dcc","IN","indo1319","",FALSE,FALSE
"5922","pott1240","Pottangi Ollar Gadaba","Eurasia",18.5968,82.7586,"pott1240","gdb","IN","drav1251","",FALSE,FALSE
"5923","gata1239","Gata'","Eurasia",18.6076,82.984,"gata1239","gaq","IN","aust1305","",FALSE,FALSE
"5924","tlam1239","Tlamacazapa Nahuatl","North America",18.6239,-99.3992,"tlam1239","nuz","MX","utoa1244","",FALSE,FALSE
"5925","sant1423","Santa María La Alta Nahuatl","North America",18.6286,-97.7009,"sant1423","nhz","MX","utoa1244","",FALSE,FALSE
"5926","chig1239","Chigmecatitlán Mixtec","North America",18.6303,-98.1046,"chig1239","mii","MX","otom1299","",FALSE,FALSE
"5927","oriz1235","Orizaba Nahuatl","North America",18.63995,-96.97648,"oriz1235","nlv","MX","utoa1244","",FALSE,FALSE
"5928","tayk1238","Tay Khang","Eurasia",18.6624,104.367,"tayk1238","tnu","LA","taik1256","",FALSE,FALSE
"5929","sanl1248","San Luís Temalacayuca Popoloca","North America",18.6812,-97.5459,"sanl1248","pps","MX","otom1299","",FALSE,FALSE
"5930","west2409","Western Kayah","Eurasia",18.687,97.4877,"west2409","kyu","MM;TH","sino1245","",FALSE,FALSE
"5931","phud1238","Phudagi","Eurasia",18.7153,73.3684,"phud1238","phd","IN","indo1319","",FALSE,FALSE
"5932","sanm1301","San Marcos Tlalcoyalco Popoloca","North America",18.74,-97.5936,"sanm1301","pls","MX","otom1299","",FALSE,FALSE
"5933","dand1238","Dandami Maria","Eurasia",18.7475,81.3598,"dand1238","daq","IN","drav1251","",FALSE,FALSE
"5934","cent2133","Central Puebla Nahuatl","North America",18.7545,-98.1264,"cent2133","ncx","MX","utoa1244","",FALSE,FALSE
"5935","oldn1245","Old Nubian","Africa",18.760713,31.748657,"oldn1245","onw","SD","nubi1251","",FALSE,FALSE
"5936","yuca1254","Yucatec Maya","North America",18.7757,-88.9567,"yuca1254","yua","BZ;GT;MX","maya1287","",FALSE,FALSE
"5937","hung1275","Hung","Eurasia",18.7849,104.772,"hung1275","hnu","LA;VN","aust1305","",FALSE,FALSE
"5938","hait1244","Haitian","North America",18.795135,-72.136115,"hait1244","hat","DO;HT","indo1319","",FALSE,FALSE
"5939","hlai1239","Hlai","Eurasia",18.8062,109.459,"hlai1239","lic","CN","taik1256","",FALSE,FALSE
"5940","paku1238","Paku Karen","Eurasia",18.8137,97.1203,"paku1238","kpp","MM","sino1245","",FALSE,FALSE
"5941","nort2740","Northern Thai","Eurasia",18.857495,100.20739,"nort2740","nod","LA;MM;TH","taik1256","",FALSE,FALSE
"5942","kuvi1243","Kuvi","Eurasia",18.8832,83.7552,"kuvi1243","kxv","IN","drav1251","",FALSE,FALSE
"5943","tete1251","Tetelcingo Nahuatl","North America",18.8854,-98.893,"tete1251","nhg","MX","utoa1244","",FALSE,FALSE
"5944","huax1236","Huaxcaleca Nahuatl","North America",18.8989,-96.9537,"huax1236","nhq","MX","utoa1244","",FALSE,FALSE
"5945","hait1241","Haitian Vodoun Culture Language","North America",18.911,-72.394,"hait1241","hvc","HT","uncl1493","",FALSE,TRUE
"5946","mokk1243","Mok","Eurasia",18.9117,99.5821,"mokk1243","mqt","TH","aust1305","",FALSE,FALSE
"5947","more1259","Morelos Nahuatl","North America",18.9161,-99.1322,"more1259","nhm","MX","utoa1244","",FALSE,FALSE
"5948","yint1235","Yintale Karen","Eurasia",18.9378,97.3368,"yint1235","kvy","MM","sino1245","",FALSE,FALSE
"5949","ibat1238","Ibatan","Papunesia",18.9398,121.909,"ibat1238","ivb","PH","aust1307","",FALSE,FALSE
"5950","taid1247","Tai Dam","Eurasia",18.9572,102.928,"taid1247","blt","CN;LA;TH;VN","taik1256","",FALSE,FALSE
"5951","katk1238","Katkari","Eurasia",18.9669,73.1733,"katk1238","kfu","IN","indo1319","",FALSE,FALSE
"5952","bwek1238","Bwe Karen","Eurasia",18.9796,96.9936,"bwek1238","bwe","MM;TH","sino1245","",FALSE,FALSE
"5953","epig1241","Epigraphic Mayan","North America",18.993121,-88.768865,"epig1241","emy","MX","maya1287","",FALSE,FALSE
"5954","laoo1244","Lao","Eurasia",19,102.46,"laoo1244","lao","KH;LA;TH","taik1256","",FALSE,FALSE
"5955","east2330","Eastern Lawa","Eurasia",19.0136,98.7613,"east2330","lwl","TH","aust1305","",FALSE,FALSE
"5956","wewa1238","Wewaw","Eurasia",19.020577,96.540526,"wewa1238","wea","MM","sino1245","",FALSE,FALSE
"5957","korl1238","Korlai Portuguese","Eurasia",19.0348,73.0099,"korl1238","vkp","IN","indo1319","",FALSE,FALSE
"5958","phai1238","Prai","Eurasia",19.0383,101.218,"phai1238","prt","LA;TH","aust1305","",FALSE,FALSE
"5959","yinb1236","Yinbaw Karen","Eurasia",19.0383,97.2134,"yinb1236","kvu","MM","sino1245","",FALSE,FALSE
"5960","mobw1234","Mobwa Karen","Eurasia",19.0443,96.6027,"mobw1234","jkm","MM","sino1245","",FALSE,FALSE
"5961","duru1236","Duruwa","Eurasia",19.0534,82.4881,"duru1236","pci","IN","drav1251","",FALSE,FALSE
"5962","brek1238","Brek Karen","Eurasia",19.0561,96.8365,"brek1238","kvl","MM","sino1245","",FALSE,FALSE
"5963","bodo1266","Bodo Parja","Eurasia",19.0745,82.8774,"bodo1266","bdv","IN","indo1319","",FALSE,FALSE
"5964","pare1266","Gorum-Parenga","Eurasia",19.075,83.9723,"pare1266","pcj","IN","aust1305","",FALSE,FALSE
"5965","jura1242","Juray","Eurasia",19.091,84.1204,"jura1242","juy","IN","aust1305","",FALSE,FALSE
"5966","bilm1238","Bilma Kanuri","Africa",19.1,13.0665,"bilm1238","bms","NE","saha1256","",FALSE,FALSE
"5967","sora1254","Sora","Eurasia",19.1213,84.19,"sora1254","srb","IN","aust1305","",FALSE,FALSE
"5968","cent2132","Tlaxcala-Puebla-Central Nahuatl","North America",19.1248,-98.3002,"cent2132","nhn","MX","utoa1244","",FALSE,FALSE
"5969","bond1245","Bondo","Eurasia",19.1512,83.8141,"bond1245","bfw","IN","aust1305","",FALSE,FALSE
"5970","manu1255","Manumanaw Karen","Eurasia",19.165,96.9531,"manu1255","kxf","MM","sino1245","",FALSE,FALSE
"5971","maha1305","Maharastri Prakrit","Eurasia",19.18,74.71,"maha1305","pmh","IN","indo1319","",FALSE,FALSE
"5972","taid1248","Tai Do-Mene-Yo","Eurasia",19.1801,104.938,"taid1248","tyj","LA;VN","taik1256","",FALSE,FALSE
"5973","kuii1252","Kui (India)","Eurasia",19.2043,83.5859,"kuii1252","kxu","IN","drav1251","",FALSE,FALSE
"5974","ixte1237","Ixtenco Otomi","North America",19.2146,-98.0272,"ixte1237","otz","MX","otom1299","",FALSE,FALSE
"5975","cunn1236","Cun","Eurasia",19.2182,108.743,"cunn1236","cuq","CN","taik1256","",FALSE,FALSE
"5976","tepe1278","Tepecano","North America",19.2343,-101.729,"tepe1278","tep","MX","utoa1244","",FALSE,FALSE
"5977","konk1267","Maharashtrian Konkani","Eurasia",19.2414,73.9166,"konk1267","knn","IN","indo1319","",FALSE,FALSE
"5978","pure1242","Purepecha","North America",19.2467,-101.631,"pure1242","tsz","MX;US","tara1323","",FALSE,FALSE
"5979","bhat1265","Bhatri","Eurasia",19.26078,82.24055,"bhat1265","bgw","IN","indo1319","",FALSE,FALSE
"5980","mall1246","Mal","Eurasia",19.273,101.204,"mall1246","mlf","LA;TH","aust1305","",FALSE,FALSE
"5981","tema1239","Temascaltepec Nahuatl","North America",19.3282,-99.7968,"tema1239","nhv","MX","utoa1244","",FALSE,FALSE
"5982","peng1244","Pengo","Eurasia",19.3435,83.6552,"peng1244","peg","IN","drav1251","",FALSE,FALSE
"5983","oduu1239","O'du","Eurasia",19.3497,104.106,"oduu1239","tyh","LA;VN","aust1305","",FALSE,FALSE
"5984","thoo1240","Tho","Eurasia",19.3563,105.363,"thoo1240","tou","VN","aust1305","",FALSE,FALSE
"5985","sanf1262","San Francisco Matlatzinca","North America",19.3584,-100.058,"sanf1262","mat","MX","otom1299","",FALSE,FALSE
"5986","thee1239","Theen","Eurasia",19.379873,102.414123,"thee1239","","LA","aust1305","",FALSE,FALSE
"5987","atzi1235","Atzingo Matlatzinca","North America",19.3871,-99.9239,"atzi1235","ocu","MX","otom1299","",FALSE,FALSE
"5988","tila1239","Tilapa Otomi","North America",19.4403,-99.5074,"tila1239","otl","MX","otom1299","",FALSE,FALSE
"5989","andh1242","Andh","Eurasia",19.4734,77.7156,"andh1242","anr","IN","indo1319","",FALSE,FALSE
"5990","pais1238","Paisaci Prakrit","Eurasia",19.48,75.38,"pais1238","qpp","IN","indo1319","",FALSE,FALSE
"5991","geba1237","Geba Karen","Eurasia",19.4991,96.9492,"geba1237","kvq","MM","sino1245","",FALSE,FALSE
"5992","kaya1315","Kayan Lahwi","Eurasia",19.5183,97.4138,"kaya1315","pdu","MM;TH","sino1245","",FALSE,FALSE
"5993","west2631","Western Highland Purepecha","North America",19.5392,-102.154,"west2631","pua","MX;US","tara1323","",FALSE,FALSE
"5994","temo1245","Temoaya Otomi","North America",19.6001,-99.6541,"temo1245","ott","MX","otom1299","",FALSE,FALSE
"5995","khun1259","Khün","Eurasia",19.6062,99.3363,"khun1259","kkh","LA;MM;TH","taik1256","",FALSE,FALSE
"5996","hawa1247","Hawai'i Creole English","Papunesia",19.6287,-155.437,"hawa1247","hwc","US","indo1319","",FALSE,FALSE
"5997","hawa1245","Hawaiian","Papunesia",19.6297,-155.43,"hawa1245","haw","US","aust1307","",FALSE,FALSE
"5998","hars1241","Harsusi","Eurasia",19.6511,56.1562,"hars1241","hss","OM","afro1255","",FALSE,FALSE
"5999","tait1248","Tai Thanh","Eurasia",19.66,104.933,"tait1248","tmm","LA;VN","taik1256","",FALSE,FALSE
"6000","geko1235","Geko Karen","Eurasia",19.6741,96.5308,"geko1235","ghk","MM","sino1245","",FALSE,FALSE
"6001","sout1549","Southeastern Kolami","Eurasia",19.6908,78.5936,"sout1549","nit","IN","drav1251","",FALSE,FALSE
"6002","mroc1235","Mro Chin","Eurasia",19.71,93.995,"mroc1235","cmr","MM","sino1245","",FALSE,FALSE
"6003","clas1250","Classical Nahuatl","North America",19.72,-96.97,"clas1250","nci","MX","utoa1244","",FALSE,FALSE
"6004","mich1246","Michoacán Mazahua","North America",19.7239,-100.293,"mich1246","mmc","MX","otom1299","",FALSE,FALSE
"6005","cent2144","Central Mazahua","North America",19.7357,-100.018,"cent2144","maz","MX","otom1299","",FALSE,FALSE
"6006","mari1414","Maria (India)","Eurasia",19.7875,79.9144,"mari1414","mrr","IN","drav1251","",FALSE,FALSE
"6007","west2396","Western Lawa","Eurasia",19.8678,99.2057,"west2396","lcp","TH","aust1305","",FALSE,FALSE
"6008","esta1236","Estado de México Otomi","North America",19.8781,-99.61,"esta1236","ots","MX","otom1299","",FALSE,FALSE
"6009","lame1256","Lamet","Eurasia",19.8829,100.268,"lame1256","lbn","LA;TH","aust1305","",FALSE,FALSE
"6010","wadd1237","Waddar","Eurasia",19.8838,77.1673,"wadd1237","wbq","IN","drav1251","",FALSE,FALSE
"6011","ling1262","Western Ong-Be","Eurasia",19.885536,109.691664,"ling1262","onb","CN","taik1256","",FALSE,FALSE
"6012","east2342","Eastern Kayah","Eurasia",19.8939,98.3359,"east2342","eky","MM;TH","sino1245","",FALSE,FALSE
"6013","qion1238","Eastern Ong-Be","Eurasia",19.906197,110.400282,"qion1238","","","taik1256","",FALSE,FALSE
"6014","phon1246","Phong-Kniang","Eurasia",19.9622,104.088,"phon1246","pnx","LA;VN","aust1305","",FALSE,FALSE
"6015","pard1243","Pardhi","Eurasia",19.9989,77.1234,"pard1243","pcl","IN","indo1319","",FALSE,FALSE
"6016","sans1269","Sanskrit","Eurasia",20,77,"sans1269","san","IN","indo1319","",FALSE,FALSE
"6017","hain1237","Haikou","Eurasia",20.043869,110.329399,"hain1237","","","sino1245","minn1241",FALSE,FALSE
"6018","tail1247","Tai Long","Eurasia",20.045,102.407,"tail1247","thi","LA","taik1256","",FALSE,FALSE
"6019","zaca1241","Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","North America",20.0581,-97.8974,"zaca1241","nhi","MX","utoa1244","",FALSE,FALSE
"6020","chin1478","Chinbon Chin","Eurasia",20.0776,94.0506,"chin1478","cnb","MM","sino1245","",FALSE,FALSE
"6021","yinc1238","Yinchia","Eurasia",20.0833,97.9166,"yinc1238","yin","MM","aust1305","",FALSE,FALSE
"6022","mand1413","Manda (India)","Eurasia",20.0962,83.6749,"mand1413","mha","IN","drav1251","",FALSE,FALSE
"6023","nort2699","Northwestern Kolami","Eurasia",20.1022,78.4934,"nort2699","kfb","IN","drav1251","",FALSE,FALSE
"6024","sout2711","Southern Gondi","Eurasia",20.10446,80.27811,"sout2711","ggo","IN","drav1251","",FALSE,FALSE
"6025","sumt1234","Sumtu Chin","Eurasia",20.1238,93.8367,"sumt1234","csv","MM","sino1245","",FALSE,FALSE
"6026","nort2957","Northern Puebla Nahuatl","North America",20.1356,-97.9814,"nort2957","ncj","MX","utoa1244","",FALSE,FALSE
"6027","quer1236","Querétaro Otomi","North America",20.1396,-100.115,"quer1236","otq","MX","otom1299","",FALSE,FALSE
"6028","filo1235","Filomeno Mata Totonac","North America",20.1415,-97.5931,"filo1235","tlp","MX","toto1251","",FALSE,FALSE
"6029","east2340","Eastern Muria","Eurasia",20.1422,80.8893,"east2340","emu","IN","drav1251","",FALSE,FALSE
"6030","high1278","Highland Puebla Nahuatl","North America",20.1554,-97.5556,"high1278","azz","MX","utoa1244","",FALSE,FALSE
"6031","zaye1235","Lahta-Zayein Karen","Eurasia",20.16,96.908,"zaye1235","kxk","MM","sino1245","",FALSE,FALSE
"6032","farw1235","Far Western Muria","Eurasia",20.1754,80.4712,"farw1235","fmu","IN","drav1251","",FALSE,FALSE
"6033","yecu1235","Yecuatla Totonac","North America",20.1765,-96.8741,"yecu1235","tlc","MX","toto1251","",FALSE,FALSE
"6034","paok1235","Pa'o Karen","Eurasia",20.211,97.5969,"paok1235","blk","MM;TH","sino1245","",FALSE,FALSE
"6035","mezq1235","Mezquital Otomi","North America",20.2274,-99.5564,"mezq1235","ote","MX;US","otom1299","",FALSE,FALSE
"6036","uppe1275","Upper Necaxa Totonac","North America",20.236,-97.81,"uppe1275","tku","MX","toto1251","",FALSE,FALSE
"6037","west2408","Western Muria","Eurasia",20.2384,80.7006,"west2408","mut","IN","drav1251","",FALSE,FALSE
"6038","khmu1256","Khmu","Eurasia",20.2463,101.671,"khmu1256","kjg","CN;LA;MM;TH;VN","aust1305","",FALSE,FALSE
"6039","munc1235","Mün Chin","Eurasia",20.289,94.3929,"munc1235","mwq","MM","sino1245","",FALSE,FALSE
"6040","tecp1235","Tecpatlán Totonac","North America",20.2957,-97.8436,"tecp1235","tcw","MX","toto1251","",FALSE,FALSE
"6041","halb1244","Halbi","Eurasia",20.3081,81.3742,"halb1244","hlb","IN","indo1319","",FALSE,FALSE
"6042","chha1249","Chhattisgarhi","Eurasia",20.3601,82.0483,"chha1249","hne","IN","indo1319","",FALSE,FALSE
"6043","high1243","Highland Totonac","North America",20.3798,-97.6159,"high1243","tos","MX","toto1251","",FALSE,FALSE
"6044","inth1238","Intha-Danu","Eurasia",20.392,96.9388,"inth1238","int","MM","sino1245","",FALSE,FALSE
"6045","dama1278","Daman-Diu Portuguese","Eurasia",20.396759,72.84146,"dama1278","idb","IN","indo1319","",FALSE,FALSE
"6046","taun1248","Taungyo","Eurasia",20.4104,96.7401,"taun1248","tco","MM","sino1245","",FALSE,FALSE
"6047","naha1262","Nahari","Eurasia",20.4118,81.97747,"naha1262","nhh","IN","indo1319","",FALSE,FALSE
"6048","tena1241","Tenango Otomi","North America",20.4262,-98.1751,"tena1241","otn","MX","otom1299","",FALSE,FALSE
"6049","taid1249","Tai Daeng","Eurasia",20.4559,104.625,"taid1249","tyr","LA;VN","taik1256","",FALSE,FALSE
"6050","west1511","Western Totonac","North America",20.4574,-97.9486,"west1511","tqt","MX","toto1251","",FALSE,FALSE
"6051","dana1252","Danau","Eurasia",20.4957,96.998,"dana1252","dnu","MM","aust1305","",FALSE,FALSE
"6052","rakh1245","Rakhine","Eurasia",20.527429,93.145906,"rakh1245","rki","BD;MM","sino1245","",FALSE,FALSE
"6053","kama1350","Kamar","Eurasia",20.5342,81.9101,"kama1350","keq","IN","indo1319","",FALSE,FALSE
"6054","coyu1235","Coyutla Totonac","North America",20.5447,-97.6852,"coyu1235","toc","MX","toto1251","",FALSE,FALSE
"6055","varl1238","Varli","Eurasia",20.5635,73.2975,"varl1238","vav","IN","indo1319","",FALSE,FALSE
"6056","papa1238","Papantla Totonac","North America",20.5671,-97.2554,"papa1238","top","MX","toto1251","",FALSE,FALSE
"6057","east2556","Eastern Highland Otomi","North America",20.5991,-98.0978,"east2556","otm","MX","otom1299","",FALSE,FALSE
"6058","hueh1236","Huehuetla Tepehua","North America",20.6189,-97.9347,"hueh1236","tee","MX","toto1251","",FALSE,FALSE
"6059","xico1235","Xicotepec De Juárez Totonac","North America",20.6532,-97.7463,"xico1235","too","MX","toto1251","",FALSE,FALSE
"6060","viet1252","Vietnamese","Eurasia",20.681188,105.774071,"viet1252","vie","CN;LA;VN","aust1305","",FALSE,FALSE
"6061","pisa1237","Pisaflores Tepehua","North America",20.7039,-98.0305,"pisa1237","tpp","MX","toto1251","",FALSE,FALSE
"6062","tlac1235","Tlachichilco Tepehua","North America",20.704,-98.1947,"tlac1235","tpt","MX","toto1251","",FALSE,FALSE
"6063","varh1239","Varhadi-Nagpuri","Eurasia",20.7139,79.7516,"varh1239","vah","IN","indo1319","",FALSE,FALSE
"6064","texc1235","Texcatepec Otomi","North America",20.7342,-98.2663,"texc1235","otx","MX","otom1299","",FALSE,FALSE
"6065","daai1236","Daai Chin","Eurasia",20.7347,93.7853,"daai1236","dao","MM","sino1245","",FALSE,FALSE
"6066","muon1246","Muong","Eurasia",20.7374,105.186,"muon1246","mtq","VN","aust1305","",FALSE,FALSE
"6067","pyen1239","Pyen","Eurasia",20.759,100.029,"pyen1239","pyy","MM","sino1245","",FALSE,FALSE
"6068","ivat1242","Itbayat","Papunesia",20.77,121.85,"ivat1242","ivv","PH","aust1307","",FALSE,FALSE
"6069","dhan1264","Dhanki","Eurasia",20.7719,73.7418,"dhan1264","dhn","IN","indo1319","",FALSE,FALSE
"6070","nucl1310","Burmese","Eurasia",20.7926,93.9665,"nucl1310","mya","BD;MM;TH","sino1245","",FALSE,FALSE
"6071","phun1245","Phunoi","Eurasia",20.7996,100.957,"phun1245","pho","LA;TH","sino1245","",FALSE,FALSE
"6072","iumi1238","Iu Mien","Eurasia",20.83,101.17,"iumi1238","ium","CN;LA;MM;TH;VN","hmon1336","",FALSE,FALSE
"6073","chit1275","Chittagonian","Eurasia",20.831,93.1695,"chit1275","ctg","BD","indo1319","",FALSE,FALSE
"6074","rohi1238","Rohingya","Eurasia",20.833082,92.393968,"rohi1238","rhg","BD;MM;TH","indo1319","",FALSE,FALSE
"6075","bhil1251","Bhili","Eurasia",20.85,73.9592,"bhil1251","bhb","IN","indo1319","",FALSE,FALSE
"6076","bisu1244","Bisu","Eurasia",20.8542,99.9862,"bisu1244","bzi","CN;MM;TH","sino1245","",FALSE,FALSE
"6077","chod1238","Chodri","Eurasia",20.8803,73.5283,"chod1238","cdi","IN","indo1319","",FALSE,FALSE
"6078","puoc1238","Ksingmul","Eurasia",20.8862,103.931,"puoc1238","puo","LA;VN","aust1305","",FALSE,FALSE
"6079","alge1240","Algerian Saharan Arabic","Africa",20.8884,4.80626,"alge1240","aao","DZ;LY;MA;NE","afro1255","",FALSE,FALSE
"6080","lodh1246","Lodhi","Eurasia",20.8954,84.9463,"lodh1246","lbm","IN","indo1319","",FALSE,FALSE
"6081","nung1283","Nung (Viet Nam)","Eurasia",20.8965,104.286,"nung1283","nut","CN;LA;VN","taik1256","",FALSE,FALSE
"6082","sout2999","Southern Pame","North America",20.966,-99.334,"sout2999","pmz","MX","otom1299","",FALSE,FALSE
"6083","oriy1255","Odia","Eurasia",21,85,"oriy1255","ory","IN","indo1319","",FALSE,FALSE
"6084","luuu1242","Lü","Eurasia",21.0321,101.282,"luuu1242","khb","CN;LA;MM;TH;VN","taik1256","",FALSE,FALSE
"6085","east2538","Eastern Huasteca Nahuatl","North America",21.0639,-97.9077,"east2538","nhe","MX","utoa1244","",FALSE,FALSE
"6086","dhod1238","Dhodia-Kukna","Eurasia",21.0656,73.2743,"dhod1238","dho","IN","indo1319","",FALSE,FALSE
"6087","gami1242","Gamit","Eurasia",21.0697,73.6839,"gami1242","gbl","IN","indo1319","",FALSE,FALSE
"6088","khue1238","Khuen","Eurasia",21.0793,101.327,"khue1238","khf","CN;LA","aust1305","",FALSE,FALSE
"6089","cent2134","Central Huasteca Nahuatl","North America",21.0963,-98.4356,"cent2134","nch","MX","utoa1244","",FALSE,FALSE
"6090","oldb1235","Old Burmese","Eurasia",21.161961,94.897306,"oldb1235","obr","MM","sino1245","",FALSE,FALSE
"6091","niha1238","Nihali","Eurasia",21.1886,76.3318,"niha1238","nll","IN","","",TRUE,TRUE
"6092","lahu1252","Lahu Shi","Eurasia",21.2078,100.97,"lahu1252","lhi","CN;LA;MM;TH","sino1245","",FALSE,FALSE
"6093","samb1325","Sambalpuri","Eurasia",21.2233,83.9315,"samb1325","spv","IN","indo1319","",FALSE,FALSE
"6094","paur1238","Pauri Bareli","Eurasia",21.228,74.337,"paur1238","bfb","IN","indo1319","",FALSE,FALSE
"6095","akha1245","Akha","Eurasia",21.2309,100.964,"akha1245","ahk","CN;LA;MM;TH;VN","sino1245","",FALSE,FALSE
"6096","juan1238","Juang","Eurasia",21.2606,85.5845,"juan1238","jun","IN","aust1305","",FALSE,FALSE
"6097","lahu1253","Lahu","Eurasia",21.2701,100.214,"lahu1253","lhu","CN;LA;MM;TH;VN","sino1245","",FALSE,FALSE
"6098","bhun1242","Bhunjia","Eurasia",21.2761,83.1614,"bhun1242","bhu","IN","indo1319","",FALSE,FALSE
"6099","kenu1236","Kenuzi-Dongola","Africa",21.2837,31.8992,"kenu1236","kzh","EG;SD","nubi1251","",FALSE,FALSE
"6100","chic1272","Chichimeca-Jonaz","North America",21.2943,-100.524,"chic1272","pei","MX","otom1299","",FALSE,FALSE
"6101","khan1272","Khandesi","Eurasia",21.3181,74.142,"khan1272","khn","IN","indo1319","",FALSE,FALSE
"6102","burm1262","Burma Pyu","Eurasia",21.31928,95.897864,"burm1262","pyx","MM","sino1245","",FALSE,FALSE
"6103","east2779","Eastern Khumi Chin","Eurasia",21.3425,93.155,"east2779","cek","MM","sino1245","",FALSE,FALSE
"6104","bitt1240","Bit","Eurasia",21.3474,101.916,"bitt1240","bgk","CN;LA","aust1305","",FALSE,FALSE
"6105","tsun1242","Ts'ün-Lao","Eurasia",21.3616,102.926,"tsun1242","tsl","LA;VN","taik1256","",FALSE,FALSE
"6106","vasa1239","Vasavi","Eurasia",21.3624,73.8652,"vasa1239","vas","IN","indo1319","",FALSE,FALSE
"6107","west2624","Western Huasteca Nahuatl","North America",21.3711,-98.7711,"west2624","nhw","MX","utoa1244","",FALSE,FALSE
"6108","cent2145","Central Pame","North America",21.3762,-99.2898,"cent2145","pbs","MX","otom1299","",FALSE,FALSE
"6109","tayt1241","Tày Tac","Eurasia",21.3831,104.008,"tayt1241","tyt","VN","taik1256","",FALSE,FALSE
"6110","jizh1234","Jizhao","Eurasia",21.388,110.868,"jizh1234","","CN","taik1256","",FALSE,FALSE
"6111","asho1236","Asho Chin","Eurasia",21.393,93.5069,"asho1236","csh","BD;MM","sino1245","",FALSE,FALSE
"6112","chak1270","Chak","Eurasia",21.4134,92.5953,"chak1270","ckh","BD;IN;MM","sino1245","",FALSE,FALSE
"6113","tail1246","Muak","Eurasia",21.4293,100.985,"tail1246","tlq","LA;MM","aust1305","",FALSE,FALSE
"6114","naha1261","Nahali-Baglani","Eurasia",21.43,74.827,"naha1261","nlx","IN","indo1319","",FALSE,FALSE
"6115","mang1378","Mang","Eurasia",21.4305,102.133,"mang1378","zng","CN;TH;VN","aust1305","",FALSE,FALSE
"6116","rath1242","Rathwi Bareli","Eurasia",21.4375,74.9958,"rath1242","bgd","IN","indo1319","",FALSE,FALSE
"6117","anuu1241","Anu-Hkongso","Eurasia",21.5,93.05,"anuu1241","anl","MM","sino1245","",FALSE,FALSE
"6118","dubl1239","Dubli","Eurasia",21.5161,73.218,"dubl1239","dub","IN","indo1319","",FALSE,FALSE
"6119","hmon1263","Hmong Don","Eurasia",21.5211,104.589,"hmon1263","hmf","VN","hmon1336","",FALSE,FALSE
"6120","holi1239","Holiya","Eurasia",21.5259,79.9164,"holi1239","hoy","IN","drav1251","",FALSE,FALSE
"6121","kado1242","Kado","Eurasia",21.5259,100.092,"kado1242","kdv","MM","sino1245","",FALSE,FALSE
"6122","hmon1333","Hmong Daw","Eurasia",21.5461,103.164,"hmon1333","mww","CN;LA;TH;VN","hmon1336","",FALSE,FALSE
"6123","laha1250","Laha (Viet Nam)","Eurasia",21.55149,103.86379,"laha1250","lha","VN","taik1256","",FALSE,FALSE
"6124","asur1254","Asuri","Eurasia",21.5721,83.4562,"asur1254","asr","IN","aust1305","",FALSE,FALSE
"6125","mawc1242","Mawchi","Eurasia",21.5724,73.9956,"mawc1242","mke","IN","indo1319","",FALSE,FALSE
"6126","shan1277","Shan","Eurasia",21.5995,98.0342,"shan1277","shn","CN;MM;TH","taik1256","",FALSE,FALSE
"6127","huas1242","Huastec","North America",21.6153,-98.5028,"huas1242","hus","MX","maya1287","",FALSE,FALSE
"6128","cosa1234","Cosao","Eurasia",21.616667,101.566667,"cosa1234","","CN;LA","sino1245","",FALSE,FALSE
"6129","ruch1235","Ruching Palaung","Eurasia",21.6176,98.0915,"ruch1235","pce","CN;MM;TH","aust1305","",FALSE,FALSE
"6130","sang1320","Sangkong","Eurasia",21.64,100.77,"sang1320","sgk","CN","sino1245","",FALSE,FALSE
"6131","tayy1238","Tày","Eurasia",21.6448,106.167,"tayy1238","tyz","CN;VN","taik1256","",FALSE,FALSE
"6132","khan1274","Kháng","Eurasia",21.6624,103.736,"khan1274","kjm","CN;VN","aust1305","",FALSE,FALSE
"6133","sila1247","Sila","Eurasia",21.6888,102.134,"sila1247","slt","CN;LA;VN","sino1245","",FALSE,FALSE
